water_body_id,area_ha_2024,buffer_dist_m,water_pct_change_capped,is_new_since_2017,catchment_ndvi_change,catchment_pct_cropland,catchment_pct_urban
00000000000000000000,70.14982047255062,2000.0,329.3661288175683,False,-0.0279619729208454,46.03857649971654,0.268618305620957
00000000000000000001,23.641907549147085,1371.6279471067137,500.0,True,-0.0287099301511199,36.41432936731727,0.3995849015695522
00000000000000000002,5.649775711069029,670.518356116059,1.92369253827508,False,-0.044931082680828,81.04604843166796,5.311553491542545
00000000000000000003,28.89412297512219,1516.3512946866565,4.356884369814123,False,-0.0188779152832175,84.09179694125278,7.364131707065363
00000000000000000004,26.9518881092566,1464.5009761430451,184.80777550177524,False,-0.0313729694085208,58.37036156787333,3.4669347983840977
00000000000000000005,0.6061276105262688,219.6226369932467,-0.0594813181173758,False,-0.0356360330783999,72.87179648576479,3.198578794643698
00000000000000000006,8.77886944513756,835.8230874270128,500.0,False,-0.0379114804982234,75.3277850959511,11.60276744853519
00000000000000000007,5.069424712911634,635.1472276929575,28.286086779773484,False,-0.0221392452278853,42.64769944295577,5.223672343684778
00000000000000000008,1.2496196092073055,315.3435727820572,500.0,True,-0.0106593635584524,81.24738899598907,15.242620704569536
00000000000000000009,1.2361732291988732,313.6423759195106,500.0,True,-0.0384404396380527,39.63316978980443,0.0119207139856469
0000000000000000000a,3.855906230809589,553.9343538417638,500.0,True,-0.035891416754163,33.14109856291991,0.5920655359355589
0000000000000000000b,0.7251381517214418,240.2179440331095,500.0,False,-0.0079057608499649,2.814710295650262,0.1599180012298268
0000000000000000000c,1.3675644620630487,329.8898635409574,500.0,True,-0.0287352898339492,5.389101429083297,0.6021962271168456
0000000000000000000d,2.25830056610651,423.9219846169084,272.84995691355374,False,-0.0089468179088794,59.73241105620591,4.2507701949777
0000000000000000000e,14.736137541226286,1082.8963781840375,11.52702740293488,False,0.0059961725837321,59.42696615403699,0.4295383854838907
0000000000000000000f,0.9339398156979596,272.6179911695705,500.0,True,-0.0210997655219783,6.237333672482326,0.0
00000000000000000010,9.02716696534307,847.5606894642453,2.011011304310102,False,-0.0082935705288741,72.55862332421452,3.5793513790602924
00000000000000000011,0.6354725667307988,224.8761883731812,500.0,True,-0.0978550273195477,0.0,0.0
00000000000000000012,3.861797794919361,554.3573794416368,500.0,True,-0.0060163490590929,2.0338582960818368,0.0
00000000000000000013,0.5700182803477138,212.9803124353052,-0.3536470279290558,False,0.0113256927868328,41.5451592653332,0.0
00000000000000000014,28.629473080149683,1509.3909630745395,-0.0399722510586118,False,-0.0018915175796623,88.25794562650158,6.402567915857124
00000000000000000015,5.4908819284969645,661.0223146211673,5.615513693795031,False,0.0142318873051086,51.1056264462401,18.652912568838712
00000000000000000016,8.37670167240957,816.4537580200516,80.72048275284932,False,-0.0084881114821205,63.70157570349229,3.22857248895058
00000000000000000017,97.82000908659846,2000.0,0.2685992661267167,False,-0.0214430906288396,85.6944196774935,6.741124434271395
00000000000000000018,80.97763462105068,2000.0,23.178524195009505,False,-0.0012238153895039,80.0411130193982,9.13124574395112
00000000000000000019,4.722846514639336,613.0515346482626,500.0,False,-0.0643888045791688,31.871305098335068,1.3019187071035838
0000000000000000001a,1.6615868715537374,363.6273944468263,500.0,True,-0.0537248697024229,41.14606324797072,0.0
0000000000000000001b,10.540692507479342,915.8611565562333,500.0,True,-0.0339680249494414,41.05749768876756,2.326704401923614
